agenturid;agenturname;einrichtungsname;angebotsname;beschreibung;wertigkeit;plz;ort;kontaktierbar;avatar;anzahl_gesuche;anzahl_aktueller_vermittlungen;latitude;longitude;ortsteil;bearbeitet;erstellt;_angebotsId
313;Freiwilligennetzwerk Harburg;Freunde alter Menschen e.V. – les petits frères des Pauvres;"Organisation und Begleitung von Ausflügen mit ""Alten Freunden""";"<p>Jeden Monat überlegen wir uns schöne Veranstaltungen für unsere alten Menschen (oder wie wir sagen „Alten Freunde“). Das kann ein Ausflug in den Zoo oder eine Alsterkanalfahrt sein, ein Museumsbesuch oder ein Ländercafè, bei dem unsere internationalen Freiwilligen ihr Land vorstellen. Gemeinsam mit unseren Freiwilligen planen wir ein neues Programm. Wobei einige Veranstaltungsreihen, wie die Ländercafés oder Musikcafés immer mal wieder in unseren Einladungen an die „Alten Freunde“ auftauchen. Was genau ansteht, erfahren die „Alten Freunde“ per Post zu Beginn des Monats und melden sich dann telefonisch an. Freiwillige erhalten monatlich eine E-Mail mit allen Terminen und können sich dann online oder telefonisch anmelden. „Alte Freunde“, die nicht mehr mobil sind, werden mit einem Fahrdienst (zum Teil ehrenamtlich) abgeholt.</p>

<p>Wir freuen uns über Freiwillige, die bei der Organisation der Veranstaltungen mithelfen oder unsere „Alten Freunde“ bei den Ausflügen und Veranstaltungen in unseren Räumlichkeiten begleiten und mit ihnen schöne Stunden verbringen. Die Veranstaltungen finden meistens 1x pro Monat statt. Oft sonntags zwischen 15 und 17 Uhr, aber je nach Programm auch an anderen Tagen oder zu anderen Uhrzeiten.</p>";0;20535;;0;;1;0;53,5587;10,0356;Hamburg;1518959540;1489485780;115498
313;Freiwilligennetzwerk Harburg;Genety - Dein Bildungslotse e.V.;Begleitung von Kulturprojekten an Hamburger Schulen;<p>Wir wünschen uns Freiwillige, die das 4-5-köpfige Team in der Betreuung und Begleitung während des Projekts unterstützen. Aufgaben: die Teilnehmer motivieren, ihnen Hilfestellung geben und sie bei der abschließenden Aufführung/Ausstellung betreuen. Die Gruppengröße variiert zwischen 15 und 60 Schülern im Alter von 10 bis 25 Jahren.</p>;0;20144;;0;;0;0;53,572;9,97554;Hamburg;1518960073;1439282640;76225
313;Freiwilligennetzwerk Harburg;Hafenmuseum Hamburg;Handwerkliche Tätigkeiten an historischen Objekten aus dem Hafenmuseum;"<p>Das Museum freut sich über Freiwillige, die an der Verbesserung der Dauerausstellung des Museums mitarbeiten möchten und sich für die Geschichte des Hamburger Hafens interessieren. Gute Voraussetzungen für dieses Engagement sind handwerkliches Geschick und die Bereitschaft das Team zu unterstützen.</p>

<p>Z.Bsp. haben ehemalige Schiffszimmerer, Schiffbauer, Maschinisten und Elektriker in mehrjähriger freiwilliger Arbeit eine abwrackreife Barkasse von Grund auf restauriert und wieder flott gemacht und freuen sich über weitere tatkräftige Unterstützung von Freiwilligen mit Fachkenntnissen aus dem Metall-, Elektro- und Holzbereich.</p>

<p> </p>

<p>Übernehmen können die Freiwilligen zum Beispiel folgende Aufgaben:</p>

<ul><li>Pflegen und restaurieren historischer Objekte</li>
	<li>Reparatur und Instandhaltung von Maschinen.</li>
</ul>";0;20457;;0;;60;0;53,534;9,98225;Hamburg;1518960613;1491215220;116534
313;Freiwilligennetzwerk Harburg;Hafenmuseum Hamburg;Führung von Besuchern durch die Dauerausstellung im Hafenmuseum;"<p>Das Museum freut sich über Freiwillige, die sich für die Geschichte des Hafens interessieren und angemeldete Gruppen durch die Dauerausstellung führen möchten. Gute Voraussetzungen für dieses Engagement sind Freude am Umgang mit Menschen und die Bereitschaft das Team zu unterstützen.</p>

<p>Wir suchen Freiwillige, die den Museumsbesuch für unsere Besucher zu einem Erlebnis machen, indem sie über die Arbeit im Hafen berichten und Maschinen und Geräte fachkundig erklären. Hautnah erleben Besucher, wie die Geräte bedient werden und funktionieren und machen die Arbeit im Hafen anschaulich.</p>";0;20457;;0;;60;1;53,534;9,98225;Hamburg;1518960285;1491214680;116536
313;Freiwilligennetzwerk Harburg;Freilichtmuseum am Kiekeberg;Unterstützung an Aktionstagen und bei der Gartenarbeit im Museum;"<p>Über 200 000 Besucher genießen jährlich das breite Angebot an kulturellen Veranstaltungen, Aktionstagen, Handwerksvorführungen und Kursen im Museum und seinen Außenstellen. Diese Herausforderung kann das feste Mitarbeiter-Team nicht alleine bewältigen. Bei vielen Projekten und Veranstaltungen sind wir auf die Unterstützung unserer ehrenamtlicher Mitarbeiterinnen und Mitarbeiter angewiesen.</p>

<p>Gesucht werden freiwillige MitarbeiterInnen bei unseren großen Veranstaltungstagen in den folgenden Bereichen:</p>

<ul><li>Verkauf von Museumsprodukten, Kaffee und Kuchen etc.</li>
	<li>Einlass und Kasse</li>
	<li>Grillstandbetreuung, Ausschank etc.</li>
	<li>Besucherbegrüßung (mit Programmausgabe)</li>
	<li>Begleitung des Ferienprogramms für Kinder oder beim Familienkonzert.</li>
</ul><p>Außerdem freuen wir uns über Freiwillige, die uns regelmäßig einmal pro Woche bei der Gartenarbeit unterstützen möchten.</p>

<p>Wir suchen HelferInnen, die Lust haben, anzupacken, sich für Museumsarbeit und Kultur interessieren und Freude am Umgang mit Menschen haben.</p>";0;21224;;0;;10;4;53,4398;9,90381;Rosengarten-Ehestorf;1518952722;1337790780;44262
313;Freiwilligennetzwerk Harburg;Freilichtmuseum am Kiekeberg;Technische und handwerkliche Vorführungen im Museum;"<p>Über 200 000 Besucher genießen jährlich das breite Angebot an kulturellen Veranstaltungen, Aktionstagen, Handwerksvorführungen und Kursen im Museum und seinen Außenstellen. Diese Herausforderung kann das feste Mitarbeiter-Team nicht alleine bewältigen. Bei vielen Projekten und Veranstaltungen sind wir auf die Unterstützung unserer ehrenamtlicher Mitarbeiterinnen und Mitarbeiter angewiesen.</p>

<p>Für den umfangreichen Bestand an historischen Maschinen suchen wir technisch versierte Freiwillige, die die Maschinen vorführen und ihr Wissen an die Besucher weitergeben. Zudem suchen wir Menschen, die ein historisches Handwerk ausüben, wie z.B. Stellmacher, und gern den Museumsbesuchern Einblicke in diese Tätigkeit gewähren.</p>

<p>Wir suchen HelferInnen, die Lust haben, anzupacken, sich für Museumsarbeit und Kultur interessieren und Freude am Umgang mit Menschen haben.</p>";0;21224;;0;;10;0;53,4398;9,90381;Rosengarten-Ehestorf;1518952384;1432038060;71925
313;Freiwilligennetzwerk Harburg;Flüchtlingshilfe Binnenhafen;Büro_ Organisation;"<p>Im Büro der Flüchtlingshilfe-Initiative laufen alle Fäden zusammen. Entsprechend viel gibt es zu tun. Das Büro-Team beantwortet Anfragen und leitet sie weiter, recherchiert, entwirft Aushänge, verteilt Protokolle und Ankündigungen und vieles mehr.</p>

<p>Für die Koordination der Tätigkeiten und der im Büro tätigen Freiwilligen suchen wir einen Menschen, für den Organsition und selbständiges Entscheiden keine Fremdworte sind und der bereit ist, ein hohes ehrenamtliches Engagment in der Flüchtlingshilfe zu leisten.</p>

<p>Gute Voraussetzungen für die Mitarbeit sind Offenheit für Menschen mit Fluchterfahrung, Kontaktfreude, tatkräftiges Handeln und Computerkenntnisse. Eine Einarbeitung und regelmäßige Besprechung der Aufgaben sind selbstverständlich.</p>

<p>Ein tolles Team an Freiwilligen freut sich auf Ihre Unterstützung!</p>";0;21079;;0;;2;1;53,4646;9,98305;Hamburg;1518797579;1439478180;76284
313;Freiwilligennetzwerk Harburg;DRK Kreisverband Hamburg-Harburg e.V._ Soziale Dienste;Mitarbeit in der Kleiderkammer;"<p>In der Kleiderkammer der Einrichtung werden jeden Tag Kleider- und andere Spenden angeliefert. Diese werden sortiert und ausgegeben. Ein Team von Ehrenamtlichen hat sich dieser Aufgabe angenommen und sucht Verstärkung. Die Ausgabe findet jeweils donnerstags von 8.00-11.00 Uhr statt, das Sortieren der Kleidung werktags.</p>

<p>Anforderungen: Selbständigkeit, allgemeine Sorgsamkeit, Sauberkeit, Verschwiegenheit, und Aufgeschlossenheit gegenüber den unterstützten Menschen. Der Kontakt mit Menschen, die sich in einer besonderen Lebenssituation befinden, stellt eine große Herausforderung dar. Deshalb sollten diese Aufgaben nur stabile, selbstbewusste und belastbare Menschen übernehmen. In regelmäßigen Besprechungen haben die Freiwilligen Gelegenheit zum Austausch.</p>";0;;;0;;1;2;;;;1518793259;1402654320;61983
313;Freiwilligennetzwerk Harburg;DRK Kreisverband Hamburg-Harburg e.V._ Soziale Dienste;Freizeitangebot für Grundschulkinder;"<p>Im Rahmen der Ganztagsbetreuung werden an einer Grundschule Freizeitangebot gemacht. Freiwillige unterstützen unser Angebot. Je nach Kenntnissen und Interessen können kreative Ideen umgesetzt werden. Die Kinder freuen sich unter Ihrer Anleitung zu basteln, musizieren,  zu spielen oder Ihnen beim vorgelesen zu lauschen.</p>

<p>Wenn Sie kontaktfreudig, resolut und kinderfreundlich sind heißen wir Sie als freiwilligen Helfer oder Helferin herzlich willkommen.</p>";0;;;0;;2;0;;;;1518793133;1402648920;61985
313;Freiwilligennetzwerk Harburg;Flüchtlingshilfe Binnenhafen;Somenti_ Soziales Mentoring für Integration;<p>Unsere Gesundheitsgruppe bemüht sich, Geflüchteten mit seelischen oder/und körperlichen Belastungen Zugang zu Beratungs- und Selbsthilfeangeboten zu ermöglichen. Ggfs. steht Hilfe von Übersetzern zur Verfügung. Auch hier suchen wir weitere Unterstützer, möglichst mit Kenntnissen aus dem Gesundheitswesen.</p>;0;21079;;0;;2;0;53,4645;9,98311;Hamburg;1518799061;1512560280;128547
313;Freiwilligennetzwerk Harburg;Flüchtlingshilfe Binnenhafen;Unterstützung der Büro-Aktivitäten;"<p>Im Büro der Flüchtlingshilfe-Initiative laufen alle Fäden zusammen. Entsprechend viel gibt es zu tun.</p>

<p>Es werden weitere Freiwillige gesucht, die die Aufgaben des Büro-Koordinators/der Koordinatorin unterstützen, wie z.B. recherchieren, Telefonanfragen und Mails beantworten, Plakat- oder Flyerentwüfe gestalten, aber auch Gespräche mit Interessierten und beratende Gespäche mit Flüchtlingen führen.</p>

<p>Gute Voraussetzungen für die Mitarbeit sind Offenheit für Menschen mit Fluchterfahrung, Kontaktfreude, tatkräftiges Handeln und Computerkenntnisse. Eine Einarbeitung und regelmäßige Besprechung der Aufgaben sind selbstverständlich.</p>

<p>Ein tolles Team an Freiwilligen freut sich auf Ihre Unterstützung!</p>";0;21079;;0;;2;4;53,4646;9,98305;Hamburg;1518799197;1444749960;80234
313;Freiwilligennetzwerk Harburg;Freilichtmuseum am Kiekeberg;Ehrenamtliche/r Müller/in gesucht;"<p>Die historische Architektur des Mühlenmuseums erinnert heute an die traditionelle Technik des Handwerks und veranschaulicht den Weg vom Korn zum Mehl. Die Arbeit des Mühlenbauers war ein überaus vielseitiges und anspruchsvolles Handwerk: Neben Holzbearbeitung kannte er sich mit der Verarbeitung von Metall aus und verfügte über mathematische Kenntnisse.</p>

<p>Für die Präsentation dieses alten Handwerksberufs sucht das Museum noch ausgebildete Müller/innen. Die Arbeitszeiten werden in individueller Absprache festgelegt.</p>";0;21647;;0;;0;0;53,4042;9,69418;Moisburg;1518952289;1336310040;43450
313;Freiwilligennetzwerk Harburg;Freilichtmuseum am Kiekeberg;Ehrenamliche Hilfe im Feuerwehrmuseum;<p>Das Feuerwehrmuseum freut sich über ehrenamtliche Mitarbeiter in allen Bereichen der Museumstätigkeit. Willkommen sind handwerklich versierte Menschen aus allen Sparten, aber auch Freiwillige für die Unterstützung des Kassendienstteams sowie Helfer/innen für besondere Veranstaltungen des Museums.</p>;0;21439;;0;;0;0;53,3128;10,0029;Marxen;1518952194;1360763940;49285
520;Gute Tat - Standort Hamburg;Stiftung Gute Tat;Begleitung einer erblindeten Mutter mit 2 Kindern (6 und 8 Jahre);"Begleitung zu neuen Orten, Unterstützung beim Einkauf, evtl. Begleitung der Kinder zu Veranstaltungen, Freizeitaktivitäten<br />
<br />
<strong>Voraussetzungen:</strong><br />
Spaß an der Begleitung von Familien, Führerschein wäre schön.<br />
<br />
<strong>Gesuchte Personen:</strong> 1<br />
<br />
<strong>Weitere Informationen:</strong><br />
Fahrtkostenerstattung, Versicherung";0;22529;;0;;0;0;53,55;10;Hamburg;1518217200;1518217200;70752
175;Engagementlotsen im Seniorenbüro Hamburg e. V.;Sprachbrücke Hamburg e.V.;Unterstützung beim Fundraising;"<p>Ehrenamtliches Fundraising</p>

<p>Aufgaben: Recherche und Identifizierung, Kontaktarbeit via Telefon, Internet, Mail und persönlich</p>";0;20537;;0;;0;0;53,5512;10,0418;Hamburg;1518197496;1444316160;80039
175;Engagementlotsen im Seniorenbüro Hamburg e. V.;Fördervereins Feuerwehrmuseum Hof Lüdemann e. V.;Aufsicht und Betreuung des Museumsshops;"<p>Gesucht werden Freiwillige, die in unserem Feuerwehrmuseum in Norderstedt die Aufsicht und Betreuung des Museumsshops übernehmen möchten. </p>

<p>Die Öffnungszeiten unseres Museumsshops sind<br>
Mittwoch und Samstag von 15:00 bis 18:00 Uhr und Sonntag von 14:30 bis 18:00 Uhr. </p>";0;22846;;0;;0;0;53,7023;9,97949;Norderstedt;1517317037;1304337420;30138
314;ASB Zeitspender-Agentur Hamburg;Leseleo e.V.;Unterstützung bei Vorbereitung und Durchführung von Lesefesten an Schulen gesucht;"<p>Der Verein Leseleo e.V. wurde 2008 gegründet, um durch Patenschaften die Lesefähigkeit von Kindern, ihr Textverständnis und die Lust am Lesen zu fördern. Dazu treffen sich ehrenamtliche Lesepaten einmal wöchentlich eine Stunde lang mit ihrem „Leseleo“ zum gemeinsamen Lesen in dessen Schule, einer Bücherhalle oder bei ihm zu Hause. Die Jungen und Mädchen erhalten so eine gezielte, individuelle Leseförderung, falls ihnen diese aufgrund ihres Migrationshintergrunds oder anderer familiärer Umstände zu Hause nicht geboten werden kann.</p>

<p>Zur Vorbereitung, Gestaltung und Durchführung von Lesefesten an Schulen wird die Unterstützung bei verschiedenen Tätigkeiten benötigt. Leseleo ist mit einem Stand vertreten, verschenkt Bücher, spricht mit Eltern, Lehrern und Schülern.</p>

<p>Wenn Sie mehr über dieses Engagement erfahren möchten, melden Sie sich gerne bei uns in der Freiwilligenagentur.</p>

<p> </p>";0;22041;;0;;0;1;53,5765;10,0893;Hamburg;1517221669;1503480420;123396
175;Engagementlotsen im Seniorenbüro Hamburg e. V.;Lange Aktiv Bleiben (LAB) Landesverband Hamburg e.V.;Kommunikatives Organisationstalent in Stellingen / Eidelstedt für einen Seniorentreffpunkt gesucht;"<p>Sie haben Freude am Umgang mit älteren Menschen?<br>
Sie sind ein einfühlsames, herzliches und kommunikatives Organisationstalent?</p>

<p>Dann werden Sie unsere <strong>Treffpunkt-Leitung am Standort Stellingen / Eidelstedt </strong>– ein Engagement mit viel eigenem Gestaltungsspielraum, eine sinnvolle Tätigkeit.</p>

<p>Ihre Aufgaben:</p>

<ul><li>Verwaltung vor Ort: Angebotsorganisation, Büro und Telefon, Mitarbeiter- und Kursorganisation, allg. Gästebetreuung, Projektbetreuung</li>
	<li>Schatzmeistertätigkeit - Buchhaltungskenntnisse erforderlich</li>
</ul><p>Häufigkeit: 1 bis 2 Tage wöchentlich, ca. 8 – 10 Stunden - mit Aufwandsentschädigung</p>

<p>Geeignet für alle Altersgruppen.</p>";0;22527;;0;;0;0;53,5929;9,92811;Hamburg;1516969399;1508930580;125705
175;Engagementlotsen im Seniorenbüro Hamburg e. V.;Fördervereins Feuerwehrmuseum Hof Lüdemann e. V.;Museumsführungen für Erwachsene und Kinder;<p>Gesucht werden Freiwillige die in unserem Feuerwehrmuseum in Norderstedt Führungen für Erwachsene oder Kinder im Museum oder bei Sonderveranstaltungen übernehmen.</p>;0;22846;;0;;0;0;53,7023;9,97949;Norderstedt;1517317049;1304337420;30139
175;Engagementlotsen im Seniorenbüro Hamburg e. V.;Fördervereins Feuerwehrmuseum Hof Lüdemann e. V.;Technische Wartung und Pflege historischer Feuerwehrfahrzeuge;<p>Gesucht werden Freiwillige, die das Feuerwehrmuseum bei der Wartung und Pflege der historischen Feuerwehrfahrzeuge unterstützen wollen.</p>;0;22846;;0;;0;0;53,7023;9,97949;Norderstedt;1517317065;1304423820;30154
175;Engagementlotsen im Seniorenbüro Hamburg e. V.;Stiftung Freilichtmuseum am Kiekeberg;Freiwillige mit Leidenschaft für die Pflege der historischen Gärten;"<p>Unterstützen Sie den Museumsgärtner des Freilichtmuseums Kiekeberg bei der Pflege der historischen Gärten während der Vegetationsperiode.</p>

<p>Sie haben Spaß an Gartenarbeit und -pflege und vielleicht sogar Erfahrung im Umgang mit Heil, Zier- und Gemüsepflanzen? Die Gärten im Museum zeigen zu jeder Jahreszeit ein typisches Bild. Besonders im Frühjahr und Sommer sind sie ein Erlebnis, nicht nur für die Museumsbesucher, sonder insbesondere für Gartenfreunde - wie Sie!</p>

<p>Zur Selbstversorgung mit Gemüse, Obst und Kräutern waren die Gärten immer ein unverzichtbarer Bestandteil bäuerlichen Wirtschaftens. Vor allem in guten Zeiten zeigten Bauern mit Ziergärten darüber hinaus gerne, welchen Wohlstand sie sich leisten konnten. Heute sind viele der alten Obst- und Gemüsesorten vom Aussterben bedroht. In Schaugärten pflanzen und vermehren unsere Gärtner und Landwirte diese heimischen Traditionssorten und erhalten damit eine unvergleichliche Sorten- und Geschmacksvielfalt. Werden Sie Teil unserer Garten-AG!</p>";0;21224;;0;;0;0;53,4398;9,90381;Rosengarten-Ehestorf;1517318901;1308572880;34338
175;Engagementlotsen im Seniorenbüro Hamburg e. V.;Stiftung Freilichtmuseum am Kiekeberg;Ehrenamtliche Mitarbeit im Freilichtmuseum am Kiekeberg und seinen Außenstellen;"<p>Gesucht werden Freiwillige, die zu Hause Produkte herstellen, die einen historischen und regionalen Bezug haben und zu dem Museumsladen passen. Das <span style=""line-height:20.7999992370605px;"">Freilichtmuseum am Kiekeberg </span>stellt die Materialien zur Verfügung, die Freiwilligen produzieren daraus handwerkliche Artikel und im Museumsladen werden diese Produkte dann an die Besucher verkauft.</p>

<p>Sie kochen Marmelade - wir zahlen die Gläser, holen sie ab und etikettieren sie.<br>
Sie nähen Schürzen Brotbeutel, Kissenbezüge etc. nach alten Schnitten - Schnitt und Stoff stellen wir.<br>
Sie stricken Socken, nähen Kräuterkissen, sticken, klöppeln, pachten etc.<br>
Sie können andere spannende und vielleicht sogar außergewöhnliche Sachen herstellen? Wir freuen uns auf Sie!</p>";0;21224;;0;;0;0;53,4398;9,90381;Rosengarten-Ehestorf;1517318889;1308572880;34336
175;Engagementlotsen im Seniorenbüro Hamburg e. V.;Lange Aktiv Bleiben (LAB) Landesverband Hamburg e.V.;Gute Seele in Mümmelmannsberg gesucht – herzliche Unterstützung für die Organisation eines Seniorentreffpunktes;"<p>Sie haben Freude am Umgang mit älteren Menschen?Sie sind ein einfühlsames und kommunikatives Organisationstalent?</p>

<p>Dann werden Sie unsere <strong>Treffpunkt-Hilfe in Mümmelmannsberg </strong>– ein Engagement mit Herz für aktive Senioren, eine sinnvolle Tätigkeit.</p>

<p>Ihre Aufgaben:</p>

<ul><li>Besucher-, Gruppen- und Kursbetreuung</li>
	<li>einladende Raumatmosphäre schaffen, dazu gehört auch Tische decken, Kaffee kochen, Kuchen vorbereiten</li>
	<li>Küchenhilfe nach Kursende (Räume aufräumen, Geschirrspüler ein- und ausräumen)</li>
	<li>Springertätigkeit und Urlaubsvertretung</li>
</ul><p>Häufigkeit: 1 bis 2 Tage wöchentlich, jeweils 3 – 4 Stunden und nach Bedarf</p>

<p>Geeignet für alle Altersgruppen.</p>";0;22115;;0;;0;0;53,5276;10,1474;Hamburg;1516969355;1508930520;125707
